long,lat
27.5742,28.5742
35.6808,36.6808
53.7167,54.7167
43.3167,44.3167
52.4,53.4
-3.7857,-2.7857
12.9667,13.9667
-22.2208,-21.2208
34.9437,35.9437
37.8364,38.8364
45.2692,46.2692
35.2494,36.2494
38.75,39.75
26.1412,27.1412
34.8808,35.8808
-22.2819,-21.2819
26.1505,27.1505
38.1144,39.1144
-34.7679,-33.7679
38.5503,39.5503
29.4904,30.4904
24.25,25.25
25.7333,26.7333
4.8361,5.8361
53.9583,54.9583
53.0167,54.0167
11.5643,12.5643
6.5573,7.5573
20.1444,21.1444
22.62,23.62
7.6667,8.6667
5.18,6.18
11.5833,12.5833
11.5204,12.5204
8.0931,9.0931
17.6483,18.6483
-29.4131,-28.4131
13.55,14.55
-3,-2
-13.1631,-12.1631
6.2,7.2
51.8475,52.8475
32.4767,33.4767
9.5004,10.5004
-5.85,-4.85
35.3667,36.3667
33.2667,34.2667
49.2333,50.2333
-6.54,-5.54
42.77,43.77
43.51,44.51
-14.7889,-13.7889
43.1258,44.1258
-26.8667,-25.8667
41.4409,42.4409
-22.5439,-21.5439
47.6502,48.6502
35.8492,36.8492
35.9907,36.9907
51.6667,52.6667
5.8372,6.8372
-21.5317,-20.5317
31.1249,32.1249
28.9008,29.9008
35.6536,36.6536
9.0804,10.0804
50.3011,51.3011
-5.0667,-4.0667
24.9575,25.9575
37.1051,38.1051
-19.25,-18.25
4.4667,5.4667
16.043,17.043
19.8178,20.8178
17.0197,18.0197
-7.3389,-6.3389
41.1867,42.1867
-37.7833,-36.7833
32.8664,33.8664
23.6236,24.6236
19.4167,20.4167
12.9204,13.9204
36.7511,37.7511
34.1248,35.1248
69.3333,70.3333
22.74,23.74
-10.855,-9.855
53.1167,54.1167
19.2833,20.2833
35.3197,36.3197
33.7341,34.7341
24.9167,25.9167
18.2,19.2
21.9833,22.9833
43.4628,44.4628
11.01,12.01
37.943,38.943
-19.3987,-18.3987
18.6333,19.6333
17.7866,18.7866
50.3,51.3
38.6803,39.6803
49.7414,50.7414
16.0333,17.0333
-17.7978,-16.7978
36.9789,37.9789
30.3342,31.3342
16.2511,17.2511
41.4016,42.4016
33.7844,34.7844
55.6031,56.6031
38.697,39.697
-12.4167,-11.4167
41.2583,42.2583
33.2247,34.2247
9.32,10.32
42.3408,43.3408
36.665,37.665
22.8667,23.8667
53.78,54.78
11.75,12.75
21.3564,22.3564
37.3919,38.3919
3.3283,4.3283
40.35,41.35
45.4347,46.4347
18.5036,19.5036
29.47,30.47
15.0667,16.0667
49.4811,50.4811
38.416,39.416
53.1667,54.1667
10.6722,11.6722
14.9333,15.9333
-16.2528,-15.2528
12.4333,13.4333
15.82,16.82
18.4487,19.4487
39.7767,40.7767
39.9831,40.9831
23.0236,24.0236
49.8225,50.8225
28.7,29.7
30.4628,31.4628
37.075,38.075
50.347,51.347
41.8471,42.8471
20.9516,21.9516
24.6561,25.6561
26.0128,27.0128
34.8828,35.8828
36.6,37.6
-2.95,-1.95
32.8639,33.8639
49.49,50.49
38.1133,39.1133
6.2167,7.2167
-8.195,-7.195
38.9956,39.9956
17.9,18.9
15.1458,16.1458
19.3833,20.3833
51.4275,52.4275
-17.4042,-16.4042
44.7,45.7
44.3711,45.3711
55.8167,56.8167
14.1389,15.1389
35.3681,36.3681
14.95,15.95
35.7933,36.7933
9.7833,10.7833
-23.2817,-22.2817
33.7787,34.7787
47.5167,48.5167
28.405,29.405
33.5869,34.5869
7.7306,8.7306
56.4,57.4
36.0164,37.0164
-3.9906,-2.9906
42.3372,43.3372
7.76,8.76
43.8,44.8
35.7239,36.7239
15.3249,16.3249
-3.3953,-2.3953
42.6341,43.6341
17.9667,18.9667
16.1875,17.1875
36.0667,37.0667
34.2942,35.2942
35.782,36.782
2.0336,3.0336
47.4222,48.4222
33.96,34.96
34.8667,35.8667
48.0809,49.0809
-33.2994,-32.2994
-41.4718,-40.4718
33.8616,34.8616
22.4333,23.4333
53.1439,54.1439
24.6728,25.6728
32.5005,33.5005
36.7817,37.7817
29.178,30.178
59.8498,60.8498
41.15,42.15
24.9004,25.9004
10.2003,11.2003
53.3917,54.3917
34.2,35.2
38.2992,39.2992
36.3147,37.3147
-1.2417,-0.2417
40.1711,41.1711
36.765,37.765
-23.7172,-22.7172
-23.6228,-22.6228
-25.6667,-24.6667
19.102,20.102
55.1667,56.1667
52.3803,53.3803
38.25,39.25
11.5442,12.5442
-13.7667,-12.7667
17.6167,18.6167
-25.395,-24.395
34.2903,35.2903
-23.2642,-22.2642
25.8804,26.8804
32.03,33.03
7.297,8.297
18.3431,19.3431
-28.7386,-27.7386
16.243,17.243
34.7178,35.7178
-0.3603,0.6397
41.6781,42.6781
36.7541,37.7541
35.1667,36.1667
36.8667,37.8667
44.4196,45.4196
45.1715,46.1715
52.2789,53.2789
43.1121,44.1121
18.8833,19.8833
13.3322,14.3322
43.9,44.9
55.7075,56.7075
2.9667,3.9667
42.9236,43.9236
7.1917,8.1917
51.0333,52.0333
35.3747,36.3747
42.9833,43.9833
35.9333,36.9333
27.63,28.63
31.6333,32.6333
12.8308,13.8308
14.73,15.73
22.1456,23.1456
36.25,37.25
23.2881,24.2881
44.1523,45.1523
7.05,8.05
32.07,33.07
-32.8494,-31.8494
43.3019,44.3019
53.645,54.645
-12.4667,-11.4667
-36.6067,-35.6067
29.3333,30.3333
55.4004,56.4004
31.802,32.802
5.6667,6.6667
-5.1167,-4.1167
-27.6167,-26.6167
-23.5917,-22.5917
21.4618,22.4618
-10.7311,-9.7311
-22.4119,-21.4119
29.3242,30.3242
37.8944,38.8944
20.8504,21.8504
-2.5619,-1.5619
7.7,8.7
33.9517,34.9517
30.0703,31.0703
33.705,34.705
40.1167,41.1167
22.7807,23.7807
19.2693,20.2693
43.3494,44.3494
14.3167,15.3167
13.45,14.45
23.267,24.267
30.5589,31.5589
42.9848,43.9848
22.7772,23.7772
9.4333,10.4333
-4.9039,-3.9039
35.7178,36.7178
51.4542,52.4542
44.85,45.85
13.9667,14.9667
18.1,19.1
14.2917,15.2917
28.03,29.03
13.2,14.2
-26.1883,-25.1883
36.5656,37.5656
31.4175,32.4175
30.4,31.4
27.2578,28.2578
0.1333,1.1333
20.0833,21.0833
-9.3,-8.3
52.21,53.21
55.8,56.8
-13.8578,-12.8578
17.4833,18.4833
23.4,24.4
45.4,46.4
7.0083,8.0083
-34.5333,-33.5333
20.4478,21.4478
14.55,15.55
-34.8333,-33.8333
51.55,52.55
-20.0219,-19.0219
51.1667,52.1667
46.8511,47.8511
45.7667,46.7667
18.3793,19.3793
-22.9189,-21.9189
38.1522,39.1522
-22.9239,-21.9239
52.2236,53.2236
7.0731,8.0731
47.3167,48.3167
33.3333,34.3333
12.25,13.25
49.8667,50.8667
19.1167,20.1167
20.7833,21.7833
46.1667,47.1667
37.0667,38.0667
28.6453,29.6453
-12.0139,-11.0139
-33.3333,-32.3333
49.4122,50.4122
31.7197,32.7197
14.8667,15.8667
48.7208,49.7208
38.6333,39.6333
43.55,44.55
32.3256,33.3256
51.7298,52.7298
7.0167,8.0167
46.25,47.25
-28.4686,-27.4686
41.4667,42.4667
28.4853,29.4853
9.35,10.35
40.1144,41.1144
38.8185,39.8185
-33.9667,-32.9667
51.5426,52.5426
44.4161,45.4161
35.7547,36.7547
37.6328,38.6328
21.6948,22.6948
35.3594,36.3594
25.88,26.88
19.7958,20.7958
22.9839,23.9839
-14.8167,-13.8167
10.95,11.95
10.7,11.7
41.445,42.445
52.15,53.15
34.5781,35.5781
31.52,32.52
34.194,35.194
16.7367,17.7367
39.771,40.771
17.1333,18.1333
-34.7167,-33.7167
37.8714,38.8714
-33.123,-32.123
-25.7684,-24.7684
47.4736,48.4736
15.3167,16.3167
31.1487,32.1487
-17.535,-16.535
39.6977,40.6977
-8.0219,-7.0219
40.399,41.399
37.3447,38.3447
10.5333,11.5333
-22.4624,-21.4624
23.0701,24.0701
47.7972,48.7972
32.5861,33.5861
2.7833,3.7833
36.1528,37.1528
26.7646,27.7646
41.6458,42.6458
36.1647,37.1647
28.1667,29.1667
32.2689,33.2689
41.1833,42.1833
39.4336,40.4336
-27.8158,-26.8158
44.8667,45.8667
10.4167,11.4167
37.5392,38.5392
15.3312,16.3312
28.0408,29.0408
23.5239,24.5239
21.0065,22.0065
0.95,1.95
32.5592,33.5592
34.9893,35.9893
30.2012,31.2012
31.8831,32.8831
39.2167,40.2167
52.4697,53.4697
36.3964,37.3964
40.9833,41.9833
17.05,18.05
-5.0939,-4.0939
33.2348,34.2348
10.16,11.16
36.2864,37.2864
54.226,55.226
19.2433,20.2433
51.2003,52.2003
51.7519,52.7519
-4.8589,-3.8589
32.597,33.597
34.5944,35.5944
52.3008,53.3008
14.6,15.6
46.8333,47.8333
12.9333,13.9333
31.1,32.1
25.2167,26.2167
26.0294,27.0294
29.9361,30.9361
32.0249,33.0249
27.4833,28.4833
20.9,21.9
-12.1356,-11.1356
-15.67,-14.67
53.3667,54.3667
-6.75,-5.75
28.7657,29.7657
49.0167,50.0167
29.8554,30.8554
54.9,55.9
-8.4228,-7.4228
35.6333,36.6333
33.2497,34.2497
36.3824,37.3824
-5.9229,-4.9229
-12.1528,-11.1528
-16.1579,-15.1579
26.7504,27.7504
35.955,36.955
20.9344,21.9344
19.5689,20.5689
42.4333,43.4333
12.3528,13.3528
-32.9167,-31.9167
43.2281,44.2281
48.95,49.95
40.0833,41.0833
11.8283,12.8283
24.7904,25.7904
10.245,11.245
36.4019,37.4019
32.8065,33.8065
36.2601,37.2601
23.25,24.25
34.7358,35.7358
39.1234,40.1234
24.75,25.75
13.3622,14.3622
33.7842,34.7842
23.6636,24.6636
13.83,14.83
34.83,35.83
-21.7878,-20.7878
42.465,43.465
37.3836,38.3836
38.0167,39.0167
-5.4667,-4.4667
16.2618,17.2618
34.2144,35.2144
11.3428,12.3428
34.9403,35.9403
26.1011,27.1011
-1.7178,-0.7178
36.0622,37.0622
10.4,11.4
37.25,38.25
14.2504,15.2504
0.6928,1.6928
55.05,56.05
-11.45,-10.45
28.1931,29.1931
42.8167,43.8167
-1.0333,-0.0333
35.7972,36.7972
15.7833,16.7833
34.0585,35.0585
10.4603,11.4603
41.4584,42.4584
33.1347,34.1347
-27.7694,-26.7694
-1.6743,-0.6743
24.362,25.362
51.7167,52.7167
35.8531,36.8531
48.1,49.1
-34.8167,-33.8167
20.3397,21.3397
29.6583,30.6583
-36.7145,-35.7145
45.3386,46.3386
35.7058,36.7058
-18.5871,-17.5871
14.4333,15.4333
-27.3665,-26.3665
44.0142,45.0142
38.8803,39.8803
43.838,44.838
-7.9667,-6.9667
-7.1908,-6.1908
44.0594,45.0594
10.1136,11.1136
27.7306,28.7306
35.2833,36.2833
-39.8142,-38.8142
20.3928,21.3928
35.8175,36.8175
45.7831,46.7831
2.7667,3.7667
16.2415,17.2415
36.4181,37.4181
42.25,43.25
-9.3172,-8.3172
20.4311,21.4311
38.8,39.8
41.6697,42.6697
-7.975,-6.975
51.8644,52.8644
-26.715,-25.715
34.0661,35.0661
51.9833,52.9833
34.15,35.15
-31.3922,-30.3922
52.519,53.519
23.1333,24.1333
10.9,11.9
36.5167,37.5167
21.8478,22.8478
16.6833,17.6833
35.8358,36.8358
22.8869,23.8869
29.8742,30.8742
32.3325,33.3325
-12.5447,-11.5447
30.7194,31.7194
38.2592,39.2592
22.83,23.83
35.9333,36.9333
45.8,46.8
-12.9667,-11.9667
41.7483,42.7483
-33.0498,-32.0498
35.4281,36.4281
56.462,57.462
31.1325,32.1325
55.1,56.1
47.5951,48.5951
42.1014,43.1014
40.9667,41.9667
-6.2667,-5.2667
-9.3467,-8.3467
30.3786,31.3786
26.0031,27.0031
6.95,7.95
43.6905,44.6905
9.5333,10.5333
46.5833,47.5833
-40.5667,-39.5667
41.6916,42.6916
39.0346,40.0346
7.4004,8.4004
-22.3719,-21.3719
41.5189,42.5189
44.0333,45.0333
-3.3349,-2.3349
37.2744,38.2744
32.625,33.625
-16.92,-15.92
51.5167,52.5167
50.7167,51.7167
7.2111,8.2111
-1.6928,-0.6928
11.902,12.902
2.1404,3.1404
55.6733,56.6733
26.7319,27.7319
-23.3286,-22.3286
35.8303,36.8303
13.9715,14.9715
27.63,28.63
15.7833,16.7833
51.5833,52.5833
13.3667,14.3667
-33.2,-32.2
55.0833,56.0833
13.7403,14.7403
39.6385,40.6385
34.7473,35.7473
-8.29,-7.29
30.0849,31.0849
-2.905,-1.905
25.8167,26.8167
15.9761,16.9761
48.0077,49.0077
33.27,34.27
15.1493,16.1493
33.0023,34.0023
27.5333,28.5333
14.8,15.8
18.29,19.29
22.7824,23.7824
23.0494,24.0494
8.4333,9.4333
-34.6833,-33.6833
37.1118,38.1118
59.4167,60.4167
-16.45,-15.45
25.5744,26.5744
5.1,6.1
10.0386,11.0386
35.0167,36.0167
35.3989,36.3989
40.9147,41.9147
37.3057,38.3057
13.1333,14.1333
14.5333,15.5333
16.9333,17.9333
14.46,15.46
21.5833,22.5833
26.3342,27.3342
-10.7539,-9.7539
43.25,44.25
48.4167,49.4167
19.65,20.65
4.6333,5.6333
43.8445,44.8445
41.0382,42.0382
15.9167,16.9167
27.6833,28.6833
1.6142,2.6142
38.2705,39.2705
43.5263,44.5263
40.2111,41.2111
30.77,31.77
16.7667,17.7667
32.3184,33.3184
24.5804,25.5804
21.8481,22.8481
53.393,54.393
47.8666,48.8666
36.3403,37.3403
33.5492,34.5492
15.4,16.4
33.8346,34.8346
30.4167,31.4167
37.25,38.25
-22.2958,-21.2958
46.8,47.8
16.5333,17.5333
-26.4858,-25.4858
19.7386,20.7386
53.8142,54.8142
-37.4707,-36.4707
18.4539,19.4539
52.6766,53.6766
32.5992,33.5992
53.759,54.759
-13.3,-12.3
8.5667,9.5667
42.0103,43.0103
29.9944,30.9944
44.6,45.6
48.39,49.39
35.8622,36.8622
36.1975,37.1975
46.5333,47.5333
-19.458,-18.458
13.35,14.35
49.8881,50.8881
29.9977,30.9977
-17.3,-16.3
35.3403,36.3403
24.03,25.03
50.0833,51.0833
44.419,45.419
30.3658,31.3658
-22.5269,-21.5269
40.45,41.45
48.8352,49.8352
34.9194,35.9194
28.5,29.5
33.68,34.68
38.9478,39.9478
33.9508,34.9508
38.7703,39.7703
39.9197,40.9197
54.5767,55.5767
27.8,28.8
20.817,21.817
49.05,50.05
1.85,2.85
50.2701,51.2701
15.0719,16.0719
25.9773,26.9773
8.15,9.15
46.0708,47.0708
34.1597,35.1597
10.9805,11.9805
56.3606,57.3606
23.921,24.921
32.7623,33.7623
35.7108,36.7108
41.6167,42.6167
35.4464,36.4464
-25.5208,-24.5208
18.35,19.35
38.8832,39.8832
34.9334,35.9334
11.9667,12.9667
36.2675,37.2675
10.0753,11.0753
29.5799,30.5799
47.3936,48.3936
4.3372,5.3372
18.43,19.43
14.4972,15.4972
-34.6582,-33.6582
29.5167,30.5167
35.2739,36.2739
15.0444,16.0444
14.0367,15.0367
51.9397,52.9397
35.0622,36.0622
17.7167,18.7167
30.35,31.35
18.3,19.3
24.0004,25.0004
-22.8858,-21.8858
34.8269,35.8269
39.2333,40.2333
16.4621,17.4621
36.1833,37.1833
10.5322,11.5322
53.424,54.424
49.2839,50.2839
32.989,33.989
23.0614,24.0614
38.4281,39.4281
39.0876,40.0876
53.2824,54.2824
33.81,34.81
32.0231,33.0231
13.9311,14.9311
36.0667,37.0667
12.2604,13.2604
36.6944,37.6944
-31.58,-30.58
8.5667,9.5667
38.3484,39.3484
33.8038,34.8038
33.8841,34.8841
21.9339,22.9339
35.6994,36.6994
19.685,20.685
6.05,7.05
35.4886,36.4886
34.0553,35.0553
9.3103,10.3103
-7.4722,-6.4722
-12.4381,-11.4381
48.7636,49.7636
12.5242,13.5242
40.4151,41.4151
34.8458,35.8458
41.1187,42.1187
27,28
-27.6444,-26.6444
2.2489,3.2489
10.1167,11.1167
-7.7667,-6.7667
1.1167,2.1167
32.8082,33.8082
-23.1172,-22.1172
62.2333,63.2333
23.25,24.25
-4.8833,-3.8833
38.95,39.95
-17.3975,-16.3975
-8.8903,-7.8903
-17.85,-16.85
-8.4667,-7.4667
37.2836,38.2836
35.3761,36.3761
40.2372,41.2372
-34.9854,-33.9854
-10.7183,-9.7183
14.0667,15.0667
8.8167,9.8167
41.2333,42.2333
59.8601,60.8601
34.8667,35.8667
18.4054,19.4054
35.5269,36.5269
13.6742,14.6742
35.25,36.25
42.4257,43.4257
49.892,50.892
37.1361,38.1361
14.9167,15.9167
13.0833,14.0833
46.85,47.85
-4.0217,-3.0217
36.7169,37.7169
35,36
37.2242,38.2242
14.9333,15.9333
46.5497,47.5497
32.3265,33.3265
51.6833,52.6833
40.6806,41.6806
6.1533,7.1533
30.1995,31.1995
-8.1,-7.1
26.1917,27.1917
-27.5667,-26.5667
18.7889,19.7889
50.8284,51.8284
32.0833,33.0833
-37.6858,-36.6858
18.8165,19.8165
41.1404,42.1404
45.3503,46.3503
14.5234,15.5234
4.75,5.75
41.5345,42.5345
17.95,18.95
32.3463,33.3463
40.6889,41.6889
32.45,33.45
-7.1139,-6.1139
13.1619,14.1619
-2.1347,-1.1347
14.9736,15.9736
33.3683,34.3683
31.6658,32.6658
41.5333,42.5333
-17.8578,-16.8578
14.8333,15.8333
33.8,34.8
49.6375,50.6375
32.0089,33.0089
31.0308,32.0308
19.0886,20.0886
37.0551,38.0551
41.4167,42.4167
10.2167,11.2167
46.35,47.35
40.4614,41.4614
22.9078,23.9078
-12.2419,-11.2419
31.8914,32.8914
7.717,8.717
-5.0167,-4.0167
40.0833,41.0833
25.4667,26.4667
24.9781,25.9781
13.45,14.45
42.4934,43.4934
32.8442,33.8442
34.7849,35.7849
40.4757,41.4757
28.7412,29.7412
13.8,14.8
26.2702,27.2702
47.2683,48.2683
13.1028,14.1028
35.7883,36.7883
36.8206,37.8206
12.9167,13.9167
21.45,22.45
47.6842,48.6842
13.005,14.005
1.8539,2.8539
30.5254,31.5254
35.8642,36.8642
15.5839,16.5839
46.5923,47.5923
30.4333,31.4333
45.8353,46.8353
-7.2339,-6.2339
9.9369,10.9369
31.95,32.95
-11.8639,-10.8639
10.4929,11.4929
20.2581,21.2581
41.3833,42.3833
-2.2439,-1.2439
0.3628,1.3628
33.4833,34.4833
16.2,17.2
42.5809,43.5809
58.9701,59.9701
47.3887,48.3887
44.8353,45.8353
18.81,19.81
8.9219,9.9219
28.6333,29.6333
-14.1333,-13.1333
10.7792,11.7792
43.55,44.55
4.1667,5.1667
10.1833,11.1833
22.7217,23.7217
-10.8853,-9.8853
45.3272,46.3272
14.9667,15.9667
16.5333,17.5333
17.9961,18.9961
-4.0167,-3.0167
9.1397,10.1397
35.7833,36.7833
35.7372,36.7372
38.7225,39.7225
10.8,11.8
36.0758,37.0758
14.1997,15.1997
6.7,7.7
30.1204,31.1204
50.1667,51.1667
38.4167,39.4167
22.97,23.97
5.6923,6.6923
4.3036,5.3036
-22.2281,-21.2281
41.5333,42.5333
19.0633,20.0633
48.7543,49.7543
34.4089,35.4089
43.91,44.91
17.4253,18.4253
28.6781,29.6781
37.3645,38.3645
-8.1264,-7.1264
52.1544,53.1544
21.1333,22.1333
37.7527,38.7527
13.55,14.55
30.0553,31.0553
42.7274,43.7274
35.5956,36.5956
29.5833,30.5833
45.916,46.916
34.8303,35.8303
13.0833,14.0833
45.0167,46.0167
43.3972,44.3972
37.4313,38.4313
3.1167,4.1167
49.4783,50.4783
54.9167,55.9167
30.7192,31.7192
41.1035,42.1035
-33.0428,-32.0428
11.0067,12.0067
7.8167,8.8167
-12.55,-11.55
49.7944,50.7944
-11.1822,-10.1822
38.7333,39.7333
7.5333,8.5333
59.6173,60.6173
40.6657,41.6657
50.6722,51.6722
56.1167,57.1167
-22.3569,-21.3569
31.3342,32.3342
-15.8433,-14.8433
6.1,7.1
29.1453,30.1453
13.846,14.846
-31.3883,-30.3883
30.0419,31.0419
-8.7351,-7.7351
-34.7667,-33.7667
39.1098,40.1098
-9.2583,-8.2583
23.1251,24.1251
13.5441,14.5441
34.1669,35.1669
35.2167,36.2167
49.35,50.35
47.1333,48.1333
43.8833,44.8833
52.0611,53.0611
52.1153,53.1153
30,31
10.3543,11.3543
42.9627,43.9627
-34.65,-33.65
36.4833,37.4833
27.6,28.6
15.6581,16.6581
22.3375,23.3375
-33.5431,-32.5431
33.4581,34.4581
7.2467,8.2467
55.4333,56.4333
7.2004,8.2004
32.7648,33.7648
34.7333,35.7333
38.2,39.2
-23.8953,-22.8953
16.8892,17.8892
-22.9189,-21.9189
59.2669,60.2669
42.8833,43.8833
49.1404,50.1404
56.0833,57.0833
35.2222,36.2222
36.3406,37.3406
33.45,34.45
48.3984,49.3984
18.42,19.42
29.1083,30.1083
11.3131,12.3131
51.6287,52.6287
45.5836,46.5836
48.895,49.895
38.5772,39.5772
-26.9908,-25.9908
-23.4439,-22.4439
61.1,62.1
-0.2244,0.7756
21.332,22.332
41.0167,42.0167
22.6572,23.6572
5.8219,6.8219
39.7431,40.7431
35.1833,36.1833
23.4088,24.4088
41.4676,42.4676
52.2053,53.2053
16.6167,17.6167
50.7167,51.7167
37.4003,38.4003
-2.1,-1.1
14.2833,15.2833
15.17,16.17
33.6458,34.6458
-19.8858,-18.8858
-12.1167,-11.1167
34.2663,35.2663
-21.2258,-20.2258
51.8917,52.8917
22.95,23.95
25.533,26.533
22.71,23.71
20.15,21.15
-9.5469,-8.5469
-7.4706,-6.4706
37.5455,38.5455
12,13
12.8705,13.8705
52.5167,53.5167
55.9167,56.9167
54.0333,55.0333
14.3333,15.3333
11.9136,12.9136
6.2,7.2
40.9319,41.9319
10.1875,11.1875
-23.5278,-22.5278
14.4741,15.4741
54.95,55.95
15.1167,16.1167
57.0337,58.0337
18.9333,19.9333
35.7581,36.7581
43.0117,44.0117
15.2167,16.2167
-29.755,-28.755
10.9556,11.9556
35.3493,36.3493
-22.4689,-21.4689
34.7119,35.7119
42.6056,43.6056
26.3383,27.3383
39.0259,40.0259
42.5864,43.5864
13.5833,14.5833
33.5722,34.5722
35.2335,36.2335
27.844,28.844
19.25,20.25
38.5236,39.5236
33.8439,34.8439
37.0694,38.0694
52.7333,53.7333
52.4231,53.4231
16.55,17.55
42.4614,43.4614
40.7894,41.7894
56.9167,57.9167
33.1333,34.1333
-25.6167,-24.6167
36.2039,37.2039
25.6667,26.6667
36.1275,37.1275
40.0249,41.0249
4.3313,5.3313
47.6597,48.6597
34.5781,35.5781
48.1214,49.1214
44.2222,45.2222
-6.3356,-5.3356
52.9527,53.9527
50.8392,51.8392
45.695,46.695
31.7411,32.7411
15.3075,16.3075
9.2467,10.2467
11.3778,12.3778
13.7167,14.7167
26.3792,27.3792
15.8777,16.8777
42.0692,43.0692
-33.7,-32.7
36.535,37.535
-6.7415,-5.7415
50.8667,51.8667
24.3512,25.3512
30.4667,31.4667
6.1333,7.1333
32.4543,33.4543
-53.1627,-52.1627
-21.5508,-20.5508
26.612,27.612
50.3239,51.3239
39.259,40.259
22.7736,23.7736
13.0833,14.0833
-26.2672,-25.2672
48.8611,49.8611
34.4833,35.4833
47.1414,48.1414
-1.0628,-0.0628
9.3667,10.3667
-20.5569,-19.5569
37.7803,38.7803
16.3078,17.3078
53.748,54.748
10.0667,11.0667
19.6917,20.6917
51.51,52.51
14.6379,15.6379
42.4643,43.4643
36.4619,37.4619
30.5958,31.5958
22.79,23.79
0.7333,1.7333
25.476,26.476
29.5585,30.5585
-12.5546,-11.5546
13.4692,14.4692
14.4142,15.4142
3.8,4.8
32.5178,33.5178
32.93,33.93
10.2,11.2
40.7167,41.7167
30.7258,31.7258
25.5833,26.5833
55.8,56.8
20.8175,21.8175
12.6242,13.6242
23.3333,24.3333
34.5094,35.5094
26.2458,27.2458
33.4933,34.4933
-20.6578,-19.6578
-23.7108,-22.7108
-17.0667,-16.0667
19.95,20.95
22.5111,23.5111
39.4421,40.4421
38.7217,39.7217
-28.4572,-27.4572
37.8723,38.8723
52.55,53.55
32.9717,33.9717
40.5698,41.5698
39.8321,40.8321
17.45,18.45
7.8847,8.8847
34.0326,35.0326
37.0692,38.0692
48.9356,49.9356
-23.5508,-22.5508
-22.9708,-21.9708
17.5944,18.5944
-29.9508,-28.9508
28.9833,29.9833
27.0813,28.0813
42.6986,43.6986
30.47,31.47
37.077,38.077
51.5339,52.5339
45.7891,46.7891
-12.5667,-11.5667
41.5333,42.5333
37.95,38.95
19.8333,20.8333
27.0375,28.0375
35.7631,36.7631
14.9167,15.9167
19.6833,20.6833
29.4774,30.4774
47.9025,48.9025
43.1039,44.1039
39.1357,40.1357
35.8794,36.8794
-21.1378,-20.1378
62.8925,63.8925
-23.5286,-22.5286
32.4833,33.4833
15.0933,16.0933
9.65,10.65
13.3167,14.3167
34.8992,35.8992
-23.2108,-22.2108
44.0151,45.0151
-21.1378,-20.1378
20.95,21.95
51.7361,52.7361
51.81,52.81
16.43,17.43
-34.7667,-33.7667
35.9522,36.9522
47.24,48.24
42.5209,43.5209
43.8583,44.8583
36.5224,37.5224
30.4355,31.4355
14.8833,15.8833
46.7756,47.7756
22.6199,23.6199
34.3,35.3
-24.7139,-23.7139
54.1667,55.1667
43.2167,44.2167
-25.5928,-24.5928
49.1203,50.1203
14.9108,15.9108
-9.4078,-8.4078
-22.8167,-21.8167
40.5333,41.5333
-9.5333,-8.5333
51.2089,52.2089
34.9416,35.9416
33.5328,34.5328
14.9496,15.9496
33.8814,34.8814
37.0047,38.0047
10.2431,11.2431
-3.31,-2.31
51.9,52.9
42.3759,43.3759
44.6333,45.6333
60.9804,61.9804
55.7667,56.7667
54.2333,55.2333
8.5304,9.5304
46.0667,47.0667
39.2958,40.2958
34.0153,35.0153
27.7,28.7
-1.5058,-0.5058
20.0667,21.0667
35.7056,36.7056
-21.2889,-20.2889
13.2167,14.2167
51.5232,52.5232
-29.7178,-28.7178
36.0658,37.0658
29.5935,30.5935
58.4094,59.4094
-23.5469,-22.5469
23.5193,24.5193
44.2225,45.2225
34.6919,35.6919
6.4,7.4
11.0333,12.0333
37.4947,38.4947
35.7964,36.7964
29.4128,30.4128
11.5204,12.5204
-4.455,-3.455
41.6559,42.6559
48.1333,49.1333
14.8869,15.8869
43.4199,44.4199
-14.4333,-13.4333
32.5822,33.5822
-13.1333,-12.1333
16.9959,17.9959
48.6239,49.6239
19.6667,20.6667
55.1,56.1
11.7139,12.7139
6.9886,7.9886
39.7575,40.7575
14.8333,15.8333
41.2671,42.2671
-1.5167,-0.5167
-33.0806,-32.0806
14.1667,15.1667
50.7667,51.7667
-25.05,-24.05
53.6136,54.6136
10.6308,11.6308
48.4833,49.4833
49.1044,50.1044
39.161,40.161
16.236,17.236
10.06,11.06
27.9183,28.9183
51.7167,52.7167
4.95,5.95
7.05,8.05
4.8147,5.8147
3.9036,4.9036
-11.8333,-10.8333
47.95,48.95
41.157,42.157
-32.8833,-31.8833
-37.3167,-36.3167
27.9789,28.9789
20.4,21.4
33.2847,34.2847
45.1517,46.1517
-18.6489,-17.6489
-23.3556,-22.3556
-0.7167,0.2833
35.6536,36.6536
40.7267,41.7267
47.7041,48.7041
-20.66,-19.66
-31.3308,-30.3308
24.8894,25.8894
34.9167,35.9167
3.0083,4.0083
36.6224,37.6224
56.0424,57.0424
-37.0167,-36.0167
39.0871,40.0871
40.8662,41.8662
48.95,49.95
26.8167,27.8167
10.94,11.94
49.4428,50.4428
10.1,11.1
19.7072,20.7072
33.9697,34.9697
40.6024,41.6024
5.0292,6.0292
12.9496,13.9496
34.1167,35.1167
36.935,37.935
16.4333,17.4333
33.45,34.45
55.5669,56.5669
25.7851,26.7851
-3.4939,-2.4939
23.1252,24.1252
27.0333,28.0333
14.9,15.9
40.4027,41.4027
35.8567,36.8567
9.2033,10.2033
27.9367,28.9367
